,State,County,Votes_Left,Votes_Right,total_shootings,shootings_normalized
2359,New Hampshire,Easton,64,167,0,0
2360,New Hampshire,Ellsworth,32,45,0,0
2361,New Hampshire,Enfield,930,1777,0,0
2362,New Hampshire,Franconia,248,542,0,0
2363,New Hampshire,Grafton,423,345,0,0
2364,New Hampshire,Groton,232,142,0,0
2365,New Hampshire,Hanover,841,6210,0,0
2366,New Hampshire,Haverhill,1180,925,0,0
2367,New Hampshire,Hebron,267,239,0,0
2368,New Hampshire,Holderness,569,890,0,0
2369,New Hampshire,Landaff,155,126,0,0
2370,New Hampshire,Lebanon,1954,5895,0,0
2371,New Hampshire,Lincoln,397,513,0,0
2372,New Hampshire,Lisbon,431,353,0,0
2373,New Hampshire,Littleton,1507,1557,0,0
2374,New Hampshire,Lyman,208,174,0,0
2375,New Hampshire,Lyme,218,1074,0,0
2376,New Hampshire,Monroe,309,227,0,0
2377,New Hampshire,Orange,110,80,0,0
2378,New Hampshire,Orford,269,539,0,0
2379,New Hampshire,Piermont,194,241,0,0
2380,New Hampshire,Plymouth,1123,2214,0,0
2381,New Hampshire,Rumney,527,410,0,0
2382,New Hampshire,Sugar Hill,153,316,0,0
2383,New Hampshire,Thornton,737,958,0,0
2384,New Hampshire,Warren,275,189,0,0
2385,New Hampshire,Waterville,127,238,0,0
2386,New Hampshire,Wentworth,323,280,0,0
2387,New Hampshire,Woodstock,364,480,0,0
2388,New Hampshire,Amherst,3208,4796,0,0
2389,New Hampshire,Antrim,779,761,0,0
2390,New Hampshire,Bedford,7052,7521,0,0
2391,New Hampshire,Bennington,424,395,0,0
2392,New Hampshire,Brookline,1647,1903,0,0
2393,New Hampshire,Deering,670,462,0,0
2394,New Hampshire,Francestown,534,592,0,0
2395,New Hampshire,Goffstown,5040,4967,0,0
2396,New Hampshire,Greenfield,466,529,0,0
2397,New Hampshire,Greenville,532,501,0,0
2398,New Hampshire,Hancock,408,875,0,0
2399,New Hampshire,Hillsborough,1772,1475,0,0
2400,New Hampshire,Hollis,2468,3277,0,0
2401,New Hampshire,Hudson,7744,6632,0,0
2402,New Hampshire,Litchfield,2824,2497,0,0
2403,New Hampshire,Lyndeborough,541,564,0,0
2404,New Hampshire,Manchester,22005,27152,0,0
2405,New Hampshire,Mason,535,380,0,0
2406,New Hampshire,Merrimack,7669,8725,0,0
2407,New Hampshire,Milford,4123,4644,0,0
2408,New Hampshire,Mont Vernon,730,1011,0,0
2409,New Hampshire,Nashua,17806,26770,0,0
2410,New Hampshire,New Boston,2036,1826,0,0
2411,New Hampshire,New Ipswich,2099,962,0,0
2412,New Hampshire,Pelham,5253,3480,0,0
2413,New Hampshire,Peterborough,1246,3090,0,0
2414,New Hampshire,Sharon,116,153,0,0
2415,New Hampshire,Temple,432,518,0,0
2416,New Hampshire,Weare,3213,2211,0,0
2417,New Hampshire,Wilton,1090,1330,0,0
2418,New Hampshire,Windsor,91,33,0,0
2419,New Hampshire,Allenstown,1233,1050,0,0
2420,New Hampshire,Andover,726,844,0,0
2421,New Hampshire,Boscawen,1069,931,0,0
2422,New Hampshire,Bow,2167,3256,0,0
2423,New Hampshire,Bradford,478,563,0,0
2424,New Hampshire,Canterbury,718,1009,0,0
2425,New Hampshire,Chichester,930,770,0,0
2426,New Hampshire,Concord,7836,15341,0,0
2427,New Hampshire,Danbury,414,290,0,0
2428,New Hampshire,Dunbarton,1121,877,0,0
2429,New Hampshire,Epsom,1702,1180,0,0
2430,New Hampshire,Franklin,2281,1804,0,0
2431,New Hampshire,Henniker,1075,1569,0,0
2432,New Hampshire,Hill,403,224,0,0
2433,New Hampshire,Hooksett,4387,4060,0,0
2434,New Hampshire,Hopkinton,1400,2688,0,0
2435,New Hampshire,Loudon,2101,1449,0,0
2436,New Hampshire,Newbury,726,905,0,0
2437,New Hampshire,New London,1059,2081,0,0
2438,New Hampshire,Northfield,1435,1122,0,0
2439,New Hampshire,Pembroke,2057,2189,0,0
2440,New Hampshire,Pittsfield,1230,807,0,0
2441,New Hampshire,Salisbury,517,380,0,0
2442,New Hampshire,Sutton,574,753,0,0
2443,New Hampshire,Warner,844,1050,0,0
2444,New Hampshire,Webster,669,548,0,0
2445,New Hampshire,Wilmot,366,583,0,0
2446,New Hampshire,Atkinson,2795,2250,0,0
2447,New Hampshire,Auburn,2265,1619,0,0
2448,New Hampshire,Brentwood,1372,1505,0,0
2449,New Hampshire,Candia,1709,1059,0,0
2450,New Hampshire,Chester,1951,1465,0,0
2451,New Hampshire,Danville,1686,1082,0,0
2452,New Hampshire,Deerfield,1786,1360,0,0
2453,New Hampshire,Derry,9412,8215,0,0
2454,New Hampshire,East Kingston,889,781,0,0
2455,New Hampshire,Epping,2311,2047,0,0
2456,New Hampshire,Exeter,3321,6820,0,0
2457,New Hampshire,Fremont,1635,1151,0,0
2458,New Hampshire,Greenland,1160,1723,0,0
2459,New Hampshire,Hampstead,3303,2494,0,0
2460,New Hampshire,Hampton,5212,6150,0,0
2461,New Hampshire,Hampton Falls,863,845,0,0
2462,New Hampshire,Kensington,726,805,0,0
2463,New Hampshire,Kingston,2311,1731,0,0
2464,New Hampshire,Londonderry,7905,7738,0,0
2465,New Hampshire,New Castle,281,619,0,0
2466,New Hampshire,Newfields,512,719,0,0
2467,New Hampshire,Newington,325,304,0,0
2468,New Hampshire,Newmarket,1925,3953,0,0
2469,New Hampshire,Newton,1680,1277,0,0
2470,New Hampshire,North Hampton,1455,1987,0,0
2471,New Hampshire,Northwood,1483,1329,0,0
2472,New Hampshire,Nottingham,1641,1769,0,0
2473,New Hampshire,Plaistow,2504,2045,0,0
2474,New Hampshire,Portsmouth,3829,10643,0,0
2475,New Hampshire,Raymond,3517,2378,0,0
2476,New Hampshire,Rye,1620,2781,0,0
2477,New Hampshire,Salem,9969,7638,0,0
2478,New Hampshire,Sandown,2273,1632,0,0
2479,New Hampshire,Seabrook,2595,1973,0,0
2480,New Hampshire,South Hampton,326,304,0,0
2481,New Hampshire,Stratham,2115,3306,0,0
2482,New Hampshire,Windham,5196,4567,0,0
2483,New Hampshire,Barrington,2733,3142,0,0
2484,New Hampshire,Dover,6328,12480,0,0
2485,New Hampshire,Durham,1712,5970,0,0
2486,New Hampshire,Farmington,2000,1365,0,0
2487,New Hampshire,Lee,971,1957,0,0
2488,New Hampshire,Madbury,454,824,0,0
2489,New Hampshire,Middleton,643,378,0,0
2490,New Hampshire,Milton,1476,1015,0,0
2491,New Hampshire,New Durham,1109,727,0,0
2492,New Hampshire,Rochester,8367,8132,0,0
2493,New Hampshire,Rollinsford,735,951,0,0
2494,New Hampshire,Somersworth,2550,3422,0,0
2495,New Hampshire,Strafford,1408,1330,0,0
2496,New Hampshire,Acworth,269,293,0,0
2497,New Hampshire,Charlestown,1239,1185,0,0
2498,New Hampshire,Claremont,2788,2895,0,0
2499,New Hampshire,Cornish,408,679,0,0
2500,New Hampshire,Croydon,319,172,0,0
2501,New Hampshire,Goshen,284,186,0,0
2502,New Hampshire,Grantham,747,1669,0,0
2503,New Hampshire,Langdon,199,206,0,0
2504,New Hampshire,Lempster,440,274,0,0
2505,New Hampshire,Newport,1773,1301,0,0
2506,New Hampshire,Plainfield,522,1135,0,0
2507,New Hampshire,Springfield,436,437,0,0
2508,New Hampshire,Sunapee,1086,1309,0,0
2509,New Hampshire,Unity,513,335,0,0
2510,New Hampshire,Washington,467,314,0,0
2511,New Jersey,Atlantic County,51929,61076,0,0
2512,New Jersey,Bergen County,171754,250139,0,0
2513,New Jersey,Burlington County,79881,131202,0,0
2514,New Jersey,Camden County,53422,125762,0,0
2515,New Jersey,Cape May County,31498,22713,0,0
2516,New Jersey,Cumberland County,13189,19000,0,0
2517,New Jersey,Essex County,63971,224615,0,0
2518,New Jersey,Gloucester County,80700,84120,0,0
2519,New Jersey,Hudson County,45160,141997,0,0
2520,New Jersey,Hunterdon County,35808,35318,0,0
2521,New Jersey,Mercer County,45926,109514,0,0
2522,New Jersey,Middlesex County,70250,141256,0,0
2523,New Jersey,Monmouth County,126807,137084,0,0
2524,New Jersey,Morris County,63209,83266,0,0
2525,New Jersey,Ocean County,195755,109824,0,0
2526,New Jersey,Passaic County,53826,84346,0,0
2527,New Jersey,Salem County,16524,12786,0,0
2528,New Jersey,Somerset County,51400,87411,0,0
2529,New Jersey,Sussex County,38188,28728,0,0
2530,New Jersey,Union County,32427,88990,0,0
2531,New Jersey,Warren County,23806,19327,0,0
2532,New Mexico,Bernalillo County,115674,192042,0,0
2533,New Mexico,Catron County,1697,592,0,0
2534,New Mexico,Chaves County,15646,6379,0,0
2535,New Mexico,Cibola County,3962,4696,0,0
2536,New Mexico,Colfax County,3271,2611,0,0
2537,New Mexico,Curry County,10315,4188,0,0
2538,New Mexico,De Baca County,654,231,0,0
2539,New Mexico,Do�a Ana County,32760,47919,0,0
2540,New Mexico,Eddy County,17454,5424,0,0
2541,New Mexico,Grant County,6553,7590,0,0
2542,New Mexico,Guadalupe County,912,1229,0,0
2543,New Mexico,Harding County,319,179,0,0
2544,New Mexico,Hidalgo County,1105,812,0,0
2545,New Mexico,Lea County,16531,4061,0,0
2546,New Mexico,Lincoln County,6929,3175,0,0
2547,New Mexico,Los Alamos County,4230,7363,0,0
2548,New Mexico,Luna County,4407,3564,0,0
2549,New Mexico,McKinley County,7597,17684,0,0
2550,New Mexico,Mora County,902,1744,0,0
2551,New Mexico,Otero County,14521,8483,0,0
2552,New Mexico,Quay County,2634,1170,0,0
2553,New Mexico,Rio Arriba County,5390,10896,0,0
2554,New Mexico,Roosevelt County,4629,1799,0,0
2555,New Mexico,Sandoval County,34048,40307,0,0
2556,New Mexico,San Juan County,32824,18025,0,0
2557,New Mexico,San Miguel County,3407,7830,0,0
2558,New Mexico,Santa Fe County,18236,61629,0,0
2559,New Mexico,Sierra County,3542,2265,0,0
2560,New Mexico,Socorro County,3255,3721,0,0
2561,New Mexico,Taos County,3638,12816,0,0
2562,New Mexico,Torrance County,4772,2344,0,0
2563,New Mexico,Union County,1388,383,0,0
2564,New Mexico,Valencia County,17245,14051,0,0
2565,New York,Albany County,45570,73189,0,0
2566,New York,Allegany County,12670,4188,0,0
2567,New York,Bronx County,55849,271835,0,0
2568,New York,Broome County,38296,32209,0,0
2569,New York,Cattaraugus County,20295,9142,0,0
2570,New York,Cayuga County,17639,11993,0,0
2571,New York,Chautauqua County,31247,16200,0,0
2572,New York,Chemung County,19388,11573,0,0
2573,New York,Chenango County,11736,5126,0,0
2574,New York,Clinton County,14354,12690,0,0
2575,New York,Columbia County,12883,14148,0,0
2576,New York,Cortland County,9484,6829,0,0
2577,New York,Delaware County,11952,6420,0,0
2578,New York,Dutchess County,59661,57720,0,0
2579,New York,Erie County,178349,198808,0,0
2580,New York,Essex County,7953,6970,0,0
2581,New York,Franklin County,8530,6586,0,0
2582,New York,Fulton County,13989,5804,0,0
2583,New York,Genesee County,17340,7048,0,0
2584,New York,Greene County,12722,7675,0,0
2585,New York,Hamilton County,1917,863,0,0
2586,New York,Herkimer County,17038,7282,0,0
2587,New York,Jefferson County,22779,12053,0,0
2588,New York,Kings County,174731,514133,0,0
2589,New York,Lewis County,7931,2768,0,0
2590,New York,Livingston County,16575,9150,0,0
2591,New York,Madison County,16553,10417,0,0
2592,New York,Monroe County,122995,146403,0,0
2593,New York,Montgomery County,11500,5746,0,0
2594,New York,Nassau County,286661,280288,0,0
2595,New York,New York County,65001,377605,0,0
2596,New York,Niagara County,51355,34809,0,0
2597,New York,Oneida County,51950,30542,0,0
2598,New York,Onondaga County,78994,93850,0,0
2599,New York,Ontario County,25757,20779,0,0
2600,New York,Orange County,76218,61868,0,0
2601,New York,Orleans County,11173,4082,0,0
2602,New York,Oswego County,28914,14677,0,0
2603,New York,Otsego County,12682,9138,0,0
2604,New York,Putnam County,25899,17106,0,0
2605,New York,Queens County,173304,769135,0,0
2606,New York,Rensselaer County,33371,30450,0,0
2607,New York,Richmond County,110094,67223,0,0
2608,New York,Rockland County,63830,50926,0,0
2609,New York,St. Lawrence County,21862,13036,0,0
2610,New York,Saratoga County,55248,49697,0,0
2611,New York,Schenectady County,27544,31685,0,0
2612,New York,Schoharie County,9010,4006,0,0
2613,New York,Schuyler County,5181,2858,0,0
2614,New York,Seneca County,7582,5076,0,0
2615,New York,Steuben County,26781,11299,0,0
2616,New York,Suffolk County,333100,258007,0,0
2617,New York,Sullivan County,15555,10995,0,0
2618,New York,Tioga County,13292,6724,0,0
2619,New York,Tompkins County,8522,21643,0,0
2620,New York,Ulster County,33580,42606,0,0
2621,New York,Warren County,15200,11811,0,0
2622,New York,Washington County,14577,8537,0,0
2623,New York,Wayne County,23734,12799,0,0
2624,New York,Westchester County,217725,400881,0,0
2625,New York,Wyoming County,12969,3840,0,0
2626,New York,Yates County,5552,3046,0,0
2627,North Carolina,Alamance County,45490,38186,0,0
2628,North Carolina,Alexander County,15806,4113,0,0
2629,North Carolina,Alleghany County,4501,1480,0,0
2630,North Carolina,Anson County,5321,5788,0,0
2631,North Carolina,Ashe County,11368,4149,0,0
2632,North Carolina,Avery County,7092,2171,0,0
2633,North Carolina,Beaufort County,16352,9575,0,0
2634,North Carolina,Bertie County,3778,5846,0,0
2635,North Carolina,Bladen County,9623,7281,0,0
2636,North Carolina,Brunswick County,55373,32984,0,0
2637,North Carolina,Buncombe County,61983,95881,0,0
2638,North Carolina,Burke County,30814,12985,0,0
2639,North Carolina,Cabarrus County,62722,51594,0,0
2640,North Carolina,Caldwell County,31877,10105,0,0
2641,North Carolina,Camden County,4277,1515,0,0
2642,North Carolina,Carteret County,29886,11999,0,0
2643,North Carolina,Caswell County,7040,4831,0,0
2644,North Carolina,Catawba County,56203,25420,0,0
2645,North Carolina,Chatham County,21055,26642,0,0
2646,North Carolina,Cherokee County,12568,3563,0,0
2647,North Carolina,Chowan County,4458,3232,0,0
2648,North Carolina,Clay County,5074,1685,0,0
2649,North Carolina,Cleveland County,33664,16879,0,0
2650,North Carolina,Columbus County,16696,9382,0,0
2651,North Carolina,Craven County,30831,20977,0,0
2652,North Carolina,Cumberland County,59498,83533,0,0
2653,North Carolina,Currituck County,11566,4151,0,0
2654,North Carolina,Dare County,13844,9855,0,0
2655,North Carolina,Davidson County,62143,21483,0,0
2656,North Carolina,Davie County,18115,6653,0,0
2657,North Carolina,Duplin County,13703,8676,0,0
2658,North Carolina,Durham County,31827,142770,0,0
2659,North Carolina,Edgecombe County,9162,16027,0,0
2660,North Carolina,Forsyth County,84176,111769,0,0
2661,North Carolina,Franklin County,20748,15776,0,0
2662,North Carolina,Gaston County,72132,40231,0,0
2663,North Carolina,Gates County,3354,2540,0,0
2664,North Carolina,Graham County,3667,896,0,0
2665,North Carolina,Granville County,16548,14448,0,0
2666,North Carolina,Greene County,4858,3820,0,0
2667,North Carolina,Guilford County,106384,171538,0,0
2668,North Carolina,Halifax County,9973,15382,0,0
2669,North Carolina,Harnett County,34905,21839,0,0
2670,North Carolina,Haywood County,22698,13095,0,0
2671,North Carolina,Henderson County,39810,27014,0,0
2672,North Carolina,Hertford County,3470,7077,0,0
2673,North Carolina,Hoke County,9601,11929,0,0
2674,North Carolina,Hyde County,1408,1035,0,0
2675,North Carolina,Iredell County,66439,33426,0,0
2676,North Carolina,Jackson County,11263,9522,0,0
2677,North Carolina,Johnston County,67901,40861,0,0
2678,North Carolina,Jones County,3267,2175,0,0
2679,North Carolina,Lee County,16388,12076,0,0
2680,North Carolina,Lenoir County,14500,13494,0,0
2681,North Carolina,Lincoln County,36167,13178,0,0
2682,North Carolina,McDowell County,16839,5807,0,0
2683,North Carolina,Macon County,14152,6213,0,0
2684,North Carolina,Madison County,7928,4878,0,0
2685,North Carolina,Martin County,6493,5876,0,0
2686,North Carolina,Mecklenburg County,178066,375503,0,0
2687,North Carolina,Mitchell County,7041,1852,0,0
2688,North Carolina,Montgomery County,8363,4305,0,0
2689,North Carolina,Moore County,36459,20547,0,0
2690,North Carolina,Nash County,25653,25702,0,0
2691,North Carolina,New Hanover County,62420,64876,0,0
2692,North Carolina,Northampton County,3977,6048,0,0
2693,North Carolina,Onslow County,45016,23474,0,0
2694,North Carolina,Orange County,19993,63097,0,0
2695,North Carolina,Pamlico County,4815,2699,0,0
2696,North Carolina,Pasquotank County,9626,9653,0,0
2697,North Carolina,Pender County,21833,11655,0,0
2698,North Carolina,Perquimans County,4894,2485,0,0
2699,North Carolina,Person County,13104,8416,0,0
2700,North Carolina,Pitt County,38515,46607,0,0
2701,North Carolina,Polk County,7643,4485,0,0
2702,North Carolina,Randolph County,56589,15506,0,0
2703,North Carolina,Richmond County,11752,8676,0,0
2704,North Carolina,Robeson County,25927,17998,0,0
2705,North Carolina,Rockingham County,30997,15811,0,0
2706,North Carolina,Rowan County,49053,22889,0,0
2707,North Carolina,Rutherford County,24631,9049,0,0
2708,North Carolina,Sampson County,17330,10832,0,0
2709,North Carolina,Scotland County,7399,7137,0,0
2710,North Carolina,Stanly County,25297,8037,0,0
2711,North Carolina,Stokes County,19997,5258,0,0
2712,North Carolina,Surry County,27344,8635,0,0
2713,North Carolina,Swain County,4152,2765,0,0
2714,North Carolina,Transylvania County,11578,8413,0,0
2715,North Carolina,Tyrrell County,1043,757,0,0
2716,North Carolina,Union County,79778,48199,0,0
2717,North Carolina,Vance County,8385,12412,0,0
2718,North Carolina,Wake County,223466,388686,0,0
2719,North Carolina,Warren County,3739,6344,0,0
2720,North Carolina,Washington County,2778,3387,0,0
2721,North Carolina,Watauga County,14332,16925,0,0
2722,North Carolina,Wayne County,30505,23986,0,0
2723,North Carolina,Wilkes County,27397,7445,0,0
2724,North Carolina,Wilson County,19473,20579,0,0
2725,North Carolina,Yadkin County,15861,3744,0,0
2726,North Carolina,Yancey County,7481,3678,0,0
2727,North Dakota,Adams County,978,258,0,0
2728,North Dakota,Barnes County,3532,1800,0,0
2729,North Dakota,Benson County,1090,817,0,0
2730,North Dakota,Billings County,539,72,0,0
2731,North Dakota,Bottineau County,2563,819,0,0
2732,North Dakota,Bowman County,1382,227,0,0
2733,North Dakota,Burke County,1022,196,0,0
2734,North Dakota,Burleigh County,34588,14226,0,0
2735,North Dakota,Cass County,42567,40219,0,0
2736,North Dakota,Cavalier County,1499,474,0,0
2737,North Dakota,Dickey County,1732,602,0,0
2738,North Dakota,Divide County,899,265,0,0
2739,North Dakota,Dunn County,1945,338,0,0
2740,North Dakota,Eddy County,851,382,0,0
2741,North Dakota,Emmons County,1735,237,0,0
2742,North Dakota,Foster County,1338,369,0,0
2743,North Dakota,Golden Valley County,870,136,0,0
2744,North Dakota,Grand Forks County,16963,12856,0,0
2745,North Dakota,Grant County,1132,207,0,0
2746,North Dakota,Griggs County,906,308,0,0
2747,North Dakota,Hettinger County,1086,195,0,0
2748,North Dakota,Kidder County,1206,221,0,0
2749,North Dakota,LaMoure County,1633,526,0,0
2750,North Dakota,Logan County,923,125,0,0
2751,North Dakota,McHenry County,2345,559,0,0
2752,North Dakota,McIntosh County,1147,259,0,0
2753,North Dakota,McKenzie County,4476,813,0,0
2754,North Dakota,McLean County,4169,1216,0,0
2755,North Dakota,Mercer County,3850,703,0,0
2756,North Dakota,Morton County,12234,3865,0,0
2757,North Dakota,Mountrail County,2806,1251,0,0
2758,North Dakota,Nelson County,1139,585,0,0
2759,North Dakota,Oliver County,917,127,0,0
2760,North Dakota,Pembina County,2435,783,0,0
2761,North Dakota,Pierce County,1637,569,0,0
2762,North Dakota,Ramsey County,3570,1636,0,0
2763,North Dakota,Ransom County,1411,942,0,0
2764,North Dakota,Renville County,1053,218,0,0
2765,North Dakota,Richland County,5035,2495,0,0
2766,North Dakota,Rolette County,1253,2475,0,0
2767,North Dakota,Sargent County,1286,812,0,0
2768,North Dakota,Sheridan County,688,104,0,0
2769,North Dakota,Sioux County,257,804,0,0
2770,North Dakota,Slope County,379,44,0,0
2771,North Dakota,Stark County,12091,2490,0,0
2772,North Dakota,Steele County,649,392,0,0
2773,North Dakota,Stutsman County,6981,2670,0,0
2774,North Dakota,Towner County,828,317,0,0
2775,North Dakota,Traill County,2519,1491,0,0
2776,North Dakota,Walsh County,3309,1329,0,0
2777,North Dakota,Ward County,19921,7264,0,0
2778,North Dakota,Wells County,1891,442,0,0
2779,North Dakota,Williams County,11707,2157,0,0
2780,Ohio,Adams County,9660,2130,0,0
2781,Ohio,Allen County,32052,13611,0,0
2782,Ohio,Ashland County,19002,6448,0,0
2783,Ohio,Ashtabula County,26225,16207,0,0
2784,Ohio,Athens County,10386,14047,0,0
2785,Ohio,Auglaize County,20451,4583,0,0
2786,Ohio,Belmont County,23092,9007,0,0
2787,Ohio,Brown County,16032,4326,0,0
2788,Ohio,Butler County,111722,67729,0,0
2789,Ohio,Carroll County,10525,3206,0,0
2790,Ohio,Champaign County,14086,4946,0,0
2791,Ohio,Clark County,38217,23625,0,0
2792,Ohio,Clermont County,73077,33505,0,0
2793,Ohio,Clinton County,15061,4556,0,0
2794,Ohio,Columbiana County,35124,13183,0,0
2795,Ohio,Coshocton County,11982,4057,0,0
2796,Ohio,Crawford County,15043,4831,0,0
2797,Ohio,Cuyahoga County,195089,402315,0,0
2798,Ohio,Darke County,21569,4668,0,0
2799,Ohio,Defiance County,12778,5870,0,0
2800,Ohio,Delaware County,65163,56961,0,0
2801,Ohio,Erie County,21724,17142,0,0
2802,Ohio,Fairfield County,49714,30634,0,0
2803,Ohio,Fayette County,9220,2911,0,0
2804,Ohio,Franklin County,203154,391584,0,0
2805,Ohio,Fulton County,15396,6545,0,0
2806,Ohio,Gallia County,10289,2911,0,0
2807,Ohio,Geauga County,33581,20980,0,0
2808,Ohio,Greene County,50937,34023,0,0
2809,Ohio,Guernsey County,13077,4498,0,0
2810,Ohio,Hamilton County,173015,238101,0,0
2811,Ohio,Hancock County,25796,11535,0,0
2812,Ohio,Hardin County,9698,3025,0,0
2813,Ohio,Harrison County,5668,1742,0,0
2814,Ohio,Henry County,10273,3995,0,0
2815,Ohio,Highland County,15369,3741,0,0
2816,Ohio,Hocking County,9554,3836,0,0
2817,Ohio,Holmes County,10645,1981,0,0
2818,Ohio,Huron County,18537,7643,0,0
2819,Ohio,Jackson County,10804,3193,0,0
2820,Ohio,Jefferson County,22309,9823,0,0
2821,Ohio,Knox County,21825,8433,0,0
2822,Ohio,Lake County,71615,54337,0,0
2823,Ohio,Lawrence County,19759,7353,0,0
2824,Ohio,Licking County,57965,32324,0,0
2825,Ohio,Logan County,17625,4990,0,0
2826,Ohio,Lorain County,76719,72792,0,0
2827,Ohio,Lucas County,79628,111989,0,0
2828,Ohio,Madison County,13445,5558,0,0
2829,Ohio,Mahoning County,58601,56346,0,0
2830,Ohio,Marion County,18526,8089,0,0
2831,Ohio,Medina County,63451,39326,0,0
2832,Ohio,Meigs County,8163,2452,0,0
2833,Ohio,Mercer County,19145,3981,0,0
2834,Ohio,Miami County,40531,15420,0,0
2835,Ohio,Monroe County,5392,1597,0,0
2836,Ohio,Montgomery County,126085,131592,0,0
2837,Ohio,Morgan County,4932,1703,0,0
2838,Ohio,Morrow County,13784,3988,0,0
2839,Ohio,Muskingum County,27334,11755,0,0
2840,Ohio,Noble County,5024,1156,0,0
2841,Ohio,Ottawa County,14285,8847,0,0
2842,Ohio,Paulding County,6927,2172,0,0
2843,Ohio,Perry County,11959,4006,0,0
2844,Ohio,Pickaway County,20059,7167,0,0
2845,Ohio,Pike County,8872,3051,0,0
2846,Ohio,Portage County,45034,34935,0,0
2847,Ohio,Preble County,16697,4435,0,0
2848,Ohio,Putnam County,16218,3152,0,0
2849,Ohio,Richland County,40534,17231,0,0
2850,Ohio,Ross County,21687,10345,0,0
2851,Ohio,Sandusky County,18487,10391,0,0
2852,Ohio,Scioto County,21926,8876,0,0
2853,Ohio,Seneca County,16739,8147,0,0
2854,Ohio,Shelby County,19988,4399,0,0
2855,Ohio,Stark County,108610,74336,0,0
2856,Ohio,Summit County,122023,148151,0,0
2857,Ohio,Trumbull County,53756,43534,0,0
2858,Ohio,Tuscarawas County,29519,12643,0,0
2859,Ohio,Union County,21233,10985,0,0
2860,Ohio,Van Wert County,11470,3026,0,0
2861,Ohio,Vinton County,4525,1306,0,0
2862,Ohio,Warren County,85069,45040,0,0
2863,Ohio,Washington County,21798,9114,0,0
2864,Ohio,Wayne County,33618,24040,0,0
2865,Ohio,Williams County,13218,4726,0,0
2866,Ohio,Wood County,34815,29797,0,0
2867,Ohio,Wyandot County,8248,2690,0,0
2868,Oklahoma,Adair County,5560,1382,0,0
2869,Oklahoma,Alfalfa County,1978,231,0,0
2870,Oklahoma,Atoka County,4543,761,0,0
2871,Oklahoma,Beaver County,1964,190,0,0
2872,Oklahoma,Beckham County,6753,1048,0,0
2873,Oklahoma,Blaine County,3133,688,0,0
2874,Oklahoma,Bryan County,12319,3317,0,0
2875,Oklahoma,Caddo County,7006,2666,0,0
2876,Oklahoma,Canadian County,43481,16729,0,0
2877,Oklahoma,Carter County,14699,4470,0,0
2878,Oklahoma,Cherokee County,11210,6023,0,0
2879,Oklahoma,Choctaw County,4696,1081,0,0
2880,Oklahoma,Cimarron County,966,70,0,0
2881,Oklahoma,Cleveland County,66569,49754,0,0
2882,Oklahoma,Coal County,2091,373,0,0
2883,Oklahoma,Comanche County,20894,13743,0,0
2884,Oklahoma,Cotton County,2117,393,0,0
2885,Oklahoma,Craig County,4686,1217,0,0
2886,Oklahoma,Creek County,23269,6570,0,0
2887,Oklahoma,Custer County,8051,2365,0,0
2888,Oklahoma,Delaware County,13532,3470,0,0
2889,Oklahoma,Dewey County,2121,213,0,0
2890,Oklahoma,Ellis County,1686,162,0,0
2891,Oklahoma,Garfield County,16956,4915,0,0
2892,Oklahoma,Garvin County,8863,1864,0,0
2893,Oklahoma,Grady County,18499,4131,0,0
2894,Oklahoma,Grant County,1916,280,0,0
2895,Oklahoma,Greer County,1604,328,0,0
2896,Oklahoma,Harmon County,747,177,0,0
2897,Oklahoma,Harper County,1324,136,0,0
2898,Oklahoma,Haskell County,4158,782,0,0
2899,Oklahoma,Hughes County,3875,919,0,0
2900,Oklahoma,Jackson County,6391,1645,0,0
2901,Oklahoma,Jefferson County,2023,319,0,0
2902,Oklahoma,Johnston County,3431,736,0,0
2903,Oklahoma,Kay County,12829,4037,0,0
2904,Oklahoma,Kingfisher County,5514,853,0,0
2905,Oklahoma,Kiowa County,2667,699,0,0
2906,Oklahoma,Latimer County,3435,762,0,0
2907,Oklahoma,Le Flore County,15199,3296,0,0
2908,Oklahoma,Lincoln County,11996,2607,0,0
2909,Oklahoma,Logan County,15596,5452,0,0
2910,Oklahoma,Love County,3301,711,0,0
2911,Oklahoma,McClain County,15264,3581,0,0
2912,Oklahoma,McCurtain County,9478,1856,0,0
2913,Oklahoma,McIntosh County,6152,2024,0,0
2914,Oklahoma,Major County,3082,320,0,0
2915,Oklahoma,Marshall County,4887,1099,0,0
2916,Oklahoma,Mayes County,12743,3580,0,0
2917,Oklahoma,Murray County,4610,1156,0,0
2918,Oklahoma,Muskogee County,16495,8013,0,0
2919,Oklahoma,Noble County,3816,1000,0,0
2920,Oklahoma,Nowata County,3610,712,0,0
2921,Oklahoma,Okfuskee County,3046,889,0,0
2922,Oklahoma,Oklahoma County,144916,141587,0,0
2923,Oklahoma,Okmulgee County,9651,4352,0,0
2924,Oklahoma,Osage County,14107,5998,0,0
2925,Oklahoma,Ottawa County,8545,2684,0,0
2926,Oklahoma,Pawnee County,5256,1362,0,0
2927,Oklahoma,Payne County,17778,10881,0,0
2928,Oklahoma,Pittsburg County,13829,3766,0,0
2929,Oklahoma,Pontotoc County,10784,4116,0,0
2930,Oklahoma,Pottawatomie County,20224,7274,0,0
2931,Oklahoma,Pushmataha County,4015,668,0,0
2932,Oklahoma,Roger Mills County,1626,168,0,0
