,State,County,Votes_Left,Votes_Right,total_shootings,shootings_normalized
2933,Oklahoma,Rogers County,33988,9578,0,0
2934,Oklahoma,Seminole County,6008,2150,0,0
2935,Oklahoma,Sequoyah County,12113,3035,0,0
2936,Oklahoma,Stephens County,15552,3151,0,0
2937,Oklahoma,Texas County,4504,894,0,0
2938,Oklahoma,Tillman County,2076,597,0,0
2939,Oklahoma,Tulsa County,150266,108813,0,0
2940,Oklahoma,Wagoner County,26058,8439,0,0
2941,Oklahoma,Washington County,17069,5790,0,0
2942,Oklahoma,Washita County,4078,596,0,0
2943,Oklahoma,Woods County,2989,590,0,0
2944,Oklahoma,Woodward County,6607,1005,0,0
2945,Oregon,Baker County,7316,2332,0,0
2946,Oregon,Benton County,14647,35438,0,0
2947,Oregon,Clackamas County,96366,127239,0,0
2948,Oregon,Clatsop County,9713,12295,0,0
2949,Oregon,Columbia County,16779,13535,0,0
2950,Oregon,Coos County,21488,14024,0,0
2951,Oregon,Crook County,11103,3715,0,0
2952,Oregon,Curry County,8441,6023,0,0
2953,Oregon,Deschutes County,54183,64102,0,0
2954,Oregon,Douglas County,42513,18780,0,0
2955,Oregon,Gilliam County,830,323,0,0
2956,Oregon,Grant County,3537,923,0,0
2957,Oregon,Harney County,3465,890,0,0
2958,Oregon,Hood River County,3858,8530,0,0
2959,Oregon,Jackson County,63012,58386,0,0
2960,Oregon,Jefferson County,7044,4306,0,0
2961,Oregon,Josephine County,30954,17908,0,0
2962,Oregon,Klamath County,25048,10260,0,0
2963,Oregon,Lake County,3449,788,0,0
2964,Oregon,Lane County,79208,132015,0,0
2965,Oregon,Lincoln County,12336,17248,0,0
2966,Oregon,Linn County,42708,25893,0,0
2967,Oregon,Malheur County,8101,3202,0,0
2968,Oregon,Marion County,77292,78537,0,0
2969,Oregon,Morrow County,3557,1345,0,0
2970,Oregon,Multnomah County,81476,361561,0,0
2971,Oregon,Polk County,23259,22431,0,0
2972,Oregon,Sherman County,914,257,0,0
2973,Oregon,Tillamook County,8306,7956,0,0
2974,Oregon,Umatilla County,21002,10499,0,0
2975,Oregon,Union County,10247,4227,0,0
2976,Oregon,Wallowa County,3390,1619,0,0
2977,Oregon,Wasco County,6965,6467,0,0
2978,Oregon,Washington County,97820,205848,0,0
2979,Oregon,Wheeler County,710,216,0,0
2980,Oregon,Yamhill County,27669,25418,0,0
2981,Pennsylvania,Adams County,37009,17919,0,0
2982,Pennsylvania,Allegheny County,268340,396767,0,0
2983,Pennsylvania,Armstrong County,26105,7130,0,0
2984,Pennsylvania,Beaver County,53886,37389,0,0
2985,Pennsylvania,Bedford County,22529,4266,0,0
2986,Pennsylvania,Berks County,105941,89530,0,0
2987,Pennsylvania,Blair County,44714,17425,0,0
2988,Pennsylvania,Bradford County,21185,7877,0,0
2989,Pennsylvania,Bucks County,182742,198251,0,0
2990,Pennsylvania,Butler County,73023,36534,0,0
2991,Pennsylvania,Cambria County,47885,21614,0,0
2992,Pennsylvania,Cameron County,1771,634,0,0
2993,Pennsylvania,Carbon County,21607,10990,0,0
2994,Pennsylvania,Centre County,36042,39718,0,0
2995,Pennsylvania,Chester County,126446,177408,0,0
2996,Pennsylvania,Clarion County,14363,4615,0,0
2997,Pennsylvania,Clearfield County,28984,9598,0,0
2998,Pennsylvania,Clinton County,11668,5406,0,0
2999,Pennsylvania,Columbia County,19752,10289,0,0
3000,Pennsylvania,Crawford County,27990,12584,0,0
3001,Pennsylvania,Cumberland County,76149,61168,0,0
3002,Pennsylvania,Dauphin County,65129,77387,0,0
3003,Pennsylvania,Delaware County,115810,199618,0,0
3004,Pennsylvania,Elk County,11993,4478,0,0
3005,Pennsylvania,Erie County,65834,67265,0,0
3006,Pennsylvania,Fayette County,39956,19486,0,0
3007,Pennsylvania,Forest County,1864,715,0,0
3008,Pennsylvania,Franklin County,56628,22040,0,0
3009,Pennsylvania,Fulton County,6660,1068,0,0
3010,Pennsylvania,Greene County,12436,4882,0,0
3011,Pennsylvania,Huntingdon County,16937,5389,0,0
3012,Pennsylvania,Indiana County,27832,12475,0,0
3013,Pennsylvania,Jefferson County,17928,4498,0,0
3014,Pennsylvania,Juniata County,9648,2253,0,0
3015,Pennsylvania,Lackawanna County,51501,61124,0,0
3016,Pennsylvania,Lancaster County,156938,112536,0,0
3017,Pennsylvania,Lawrence County,29071,15557,0,0
3018,Pennsylvania,Lebanon County,45907,23412,0,0
3019,Pennsylvania,Lehigh County,82134,95539,0,0
3020,Pennsylvania,Luzerne County,84649,62983,0,0
3021,Pennsylvania,Lycoming County,40885,16722,0,0
3022,Pennsylvania,McKean County,13892,5024,0,0
3023,Pennsylvania,Mercer County,35282,20426,0,0
3024,Pennsylvania,Mifflin County,16532,4560,0,0
3025,Pennsylvania,Monroe County,37297,42102,0,0
3026,Pennsylvania,Montgomery County,182907,313543,0,0
3027,Pennsylvania,Montour County,5842,3768,0,0
3028,Pennsylvania,Northampton County,82830,84145,0,0
3029,Pennsylvania,Northumberland County,28412,12414,0,0
3030,Pennsylvania,Perry County,17879,5704,0,0
3031,Pennsylvania,Philadelphia County,125897,555833,0,0
3032,Pennsylvania,Pike County,18979,12878,0,0
3033,Pennsylvania,Potter County,7117,1686,0,0
3034,Pennsylvania,Schuylkill County,48100,20425,0,0
3035,Pennsylvania,Snyder County,13816,4848,0,0
3036,Pennsylvania,Somerset County,31105,8543,0,0
3037,Pennsylvania,Sullivan County,2622,921,0,0
3038,Pennsylvania,Susquehanna County,14879,6084,0,0
3039,Pennsylvania,Tioga County,15735,4953,0,0
3040,Pennsylvania,Union County,12194,7322,0,0
3041,Pennsylvania,Venango County,18286,7475,0,0
3042,Pennsylvania,Warren County,14020,5987,0,0
3043,Pennsylvania,Washington County,71375,44712,0,0
3044,Pennsylvania,Wayne County,18466,9135,0,0
3045,Pennsylvania,Westmoreland County,128304,70738,0,0
3046,Pennsylvania,Wyoming County,9819,4642,0,0
3047,Pennsylvania,York County,143260,85323,0,0
3048,Rhode Island,East Providence,7832,14499,0,0
3049,Rhode Island,Exeter,2004,1945,0,0
3050,Rhode Island,Foster,1563,1197,0,0
3051,Rhode Island,Glocester,3321,2579,0,0
3052,Rhode Island,Hopkinton,2396,2271,0,0
3053,Rhode Island,Jamestown,1193,2748,0,0
3054,Rhode Island,Johnston,8126,6717,0,0
3055,Rhode Island,Lincoln,5721,6492,0,0
3056,Rhode Island,Little Compton,943,1500,0,0
3057,Rhode Island,Middletown,2846,5406,0,0
3058,Rhode Island,Barrington,2846,7597,0,0
3059,Rhode Island,Narragansett,3526,5269,0,0
3060,Rhode Island,Newport,2609,7631,0,0
3061,Rhode Island,New Shoreham,189,723,0,0
3062,Rhode Island,North Kingstown,6564,10096,0,0
3063,Rhode Island,North Providence,7044,9283,0,0
3064,Rhode Island,North Smithfield,3517,3454,0,0
3065,Rhode Island,Pawtucket,7144,17626,0,0
3066,Rhode Island,Portsmouth,3955,6529,0,0
3067,Rhode Island,Providence,9993,45076,0,0
3068,Rhode Island,Richmond,2318,2318,0,0
3069,Rhode Island,Bristol,4521,6647,0,0
3070,Rhode Island,Scituate,3780,2694,0,0
3071,Rhode Island,Smithfield,5688,5482,0,0
3072,Rhode Island,South Kingstown,4944,11051,0,0
3073,Rhode Island,Tiverton,3986,5064,0,0
3074,Rhode Island,Warren,2219,3457,0,0
3075,Rhode Island,Warwick,19345,25491,0,0
3076,Rhode Island,Westerly,5400,7051,0,0
3077,Rhode Island,West Greenwich,2227,1646,0,0
3078,Rhode Island,West Warwick,6427,7153,0,0
3079,Rhode Island,Woonsocket,6185,7167,0,0
3080,Rhode Island,Burrillville,4875,3395,0,0
3081,Rhode Island,Central Falls,1068,2893,0,0
3082,Rhode Island,Charlestown,2182,2874,0,0
3083,Rhode Island,Coventry,10366,9027,0,0
3084,Rhode Island,Cranston,17033,22397,0,0
3085,Rhode Island,Cumberland,8329,10723,0,0
3086,Rhode Island,East Greenwich,3196,5157,0,0
3087,South Carolina,Abbeville County,9343,5106,0,0
3088,South Carolina,Aiken County,51589,32275,0,0
3089,South Carolina,Allendale County,835,2718,0,0
3090,South Carolina,Anderson County,67565,27169,0,0
3091,South Carolina,Bamberg County,2417,4010,0,0
3092,South Carolina,Barnwell County,5492,4720,0,0
3093,South Carolina,Beaufort County,52954,43231,0,0
3094,South Carolina,Berkeley County,57397,45223,0,0
3095,South Carolina,Calhoun County,4305,3905,0,0
3096,South Carolina,Charleston County,93297,121485,0,0
3097,South Carolina,Cherokee County,18043,6983,0,0
3098,South Carolina,Chester County,8660,6941,0,0
3099,South Carolina,Chesterfield County,11297,7431,0,0
3100,South Carolina,Clarendon County,8361,8250,0,0
3101,South Carolina,Colleton County,10440,8602,0,0
3102,South Carolina,Darlington County,16832,15220,0,0
3103,South Carolina,Dillon County,6582,6436,0,0
3104,South Carolina,Dorchester County,41913,33824,0,0
3105,South Carolina,Edgefield County,8184,4953,0,0
3106,South Carolina,Fairfield County,4625,7382,0,0
3107,South Carolina,Florence County,32605,31149,0,0
3108,South Carolina,Georgetown County,20487,15822,0,0
3109,South Carolina,Greenville County,150021,103030,0,0
3110,South Carolina,Greenwood County,19431,12145,0,0
3111,South Carolina,Hampton County,3905,5322,0,0
3112,South Carolina,Horry County,118821,59180,0,0
3113,South Carolina,Jasper County,7065,7162,0,0
3114,South Carolina,Kershaw County,20471,12699,0,0
3115,South Carolina,Lancaster County,30312,18937,0,0
3116,South Carolina,Laurens County,20004,10159,0,0
3117,South Carolina,Lee County,3008,5329,0,0
3118,South Carolina,Lexington County,92817,49301,0,0
3119,South Carolina,McCormick County,2958,2687,0,0
3120,South Carolina,Marion County,5711,8872,0,0
3121,South Carolina,Marlboro County,5044,6290,0,0
3122,South Carolina,Newberry County,11443,6958,0,0
3123,South Carolina,Oconee County,29698,10414,0,0
3124,South Carolina,Orangeburg County,13603,27295,0,0
3125,South Carolina,Pickens County,42907,13645,0,0
3126,South Carolina,Richland County,58313,132570,0,0
3127,South Carolina,Saluda County,6210,2963,0,0
3128,South Carolina,Spartanburg County,93560,52926,0,0
3129,South Carolina,Sumter County,21000,27379,0,0
3130,South Carolina,Union County,8183,4935,0,0
3131,South Carolina,Williamsburg County,5532,10289,0,0
3132,South Carolina,York County,80501,58094,0,0
3133,South Dakota,Aurora County,1052,317,0,0
3134,South Dakota,Beadle County,4808,2107,0,0
3135,South Dakota,Bennett County,694,466,0,0
3136,South Dakota,Bon Homme County,2235,721,0,0
3137,South Dakota,Brookings County,8000,6110,0,0
3138,South Dakota,Brown County,10580,6538,0,0
3139,South Dakota,Brule County,1750,673,0,0
3140,South Dakota,Buffalo County,183,352,0,0
3141,South Dakota,Butte County,3731,939,0,0
3142,South Dakota,Campbell County,747,117,0,0
3143,South Dakota,Charles Mix County,2552,1177,0,0
3144,South Dakota,Clark County,1373,437,0,0
3145,South Dakota,Clay County,2456,3083,0,0
3146,South Dakota,Codington County,8958,3837,0,0
3147,South Dakota,Corson County,647,622,0,0
3148,South Dakota,Custer County,3852,1522,0,0
3149,South Dakota,Davison County,5613,2648,0,0
3150,South Dakota,Day County,1869,1052,0,0
3151,South Dakota,Deuel County,1699,609,0,0
3152,South Dakota,Dewey County,790,1131,0,0
3153,South Dakota,Douglas County,1468,216,0,0
3154,South Dakota,Edmunds County,1538,417,0,0
3155,South Dakota,Fall River County,2878,1053,0,0
3156,South Dakota,Faulk County,964,198,0,0
3157,South Dakota,Grant County,2618,1056,0,0
3158,South Dakota,Gregory County,1772,455,0,0
3159,South Dakota,Haakon County,1026,105,0,0
3160,South Dakota,Hamlin County,2372,647,0,0
3161,South Dakota,Hand County,1433,373,0,0
3162,South Dakota,Hanson County,1793,557,0,0
3163,South Dakota,Harding County,748,49,0,0
3164,South Dakota,Hughes County,5522,2953,0,0
3165,South Dakota,Hutchinson County,2944,762,0,0
3166,South Dakota,Hyde County,564,136,0,0
3167,South Dakota,Jackson County,738,359,0,0
3168,South Dakota,Jerauld County,721,270,0,0
3169,South Dakota,Jones County,498,90,0,0
3170,South Dakota,Kingsbury County,1904,819,0,0
3171,South Dakota,Lake County,3681,2068,0,0
3172,South Dakota,Lawrence County,8753,4537,0,0
3173,South Dakota,Lincoln County,19676,11981,0,0
3174,South Dakota,Lyman County,1042,525,0,0
3175,South Dakota,McCook County,2068,769,0,0
3176,South Dakota,McPherson County,1075,222,0,0
3177,South Dakota,Marshall County,1287,858,0,0
3178,South Dakota,Meade County,9875,3285,0,0
3179,South Dakota,Mellette County,449,298,0,0
3180,South Dakota,Miner County,787,320,0,0
3181,South Dakota,Minnehaha County,49249,40482,0,0
3182,South Dakota,Moody County,1951,1179,0,0
3183,South Dakota,Oglala Lakota County,297,2829,0,0
3184,South Dakota,Pennington County,35063,20606,0,0
3185,South Dakota,Perkins County,1401,239,0,0
3186,South Dakota,Potter County,1139,227,0,0
3187,South Dakota,Roberts County,2404,1828,0,0
3188,South Dakota,Sanborn County,905,257,0,0
3189,South Dakota,Spink County,2104,998,0,0
3190,South Dakota,Stanley County,1203,421,0,0
3191,South Dakota,Sully County,726,185,0,0
3192,South Dakota,Todd County,532,1963,0,0
3193,South Dakota,Tripp County,2161,495,0,0
3194,South Dakota,Turner County,3290,1139,0,0
3195,South Dakota,Union County,5949,2729,0,0
3196,South Dakota,Walworth County,1966,565,0,0
3197,South Dakota,Yankton County,6581,4016,0,0
3198,South Dakota,Ziebach County,404,481,0,0
3199,Tennessee,Anderson County,23163,11733,0,0
3200,Tennessee,Bedford County,14317,4443,0,0
3201,Tennessee,Benton County,5661,1526,0,0
3202,Tennessee,Bledsoe County,4725,971,0,0
3203,Tennessee,Blount County,47195,17834,0,0
3204,Tennessee,Bradley County,35194,9849,0,0
3205,Tennessee,Campbell County,12330,2438,0,0
3206,Tennessee,Cannon County,5190,1261,0,0
3207,Tennessee,Carroll County,9194,2558,0,0
3208,Tennessee,Carter County,19873,4613,0,0
3209,Tennessee,Cheatham County,14328,5457,0,0
3210,Tennessee,Chester County,5951,1411,0,0
3211,Tennessee,Claiborne County,10598,2201,0,0
3212,Tennessee,Clay County,2733,735,0,0
3213,Tennessee,Cocke County,12182,2524,0,0
3214,Tennessee,Coffee County,17863,5704,0,0
3215,Tennessee,Crockett County,4673,1382,0,0
3216,Tennessee,Cumberland County,25167,6728,0,0
3217,Tennessee,Davidson County,99415,197846,0,0
3218,Tennessee,Decatur County,4229,904,0,0
3219,Tennessee,DeKalb County,6663,1747,0,0
3220,Tennessee,Dickson County,17619,6098,0,0
3221,Tennessee,Dyer County,11766,3157,0,0
3222,Tennessee,Fayette County,15661,7000,0,0
3223,Tennessee,Fentress County,7403,1210,0,0
3224,Tennessee,Franklin County,13977,4863,0,0
3225,Tennessee,Gibson County,16245,5764,0,0
3226,Tennessee,Giles County,9783,3298,0,0
3227,Tennessee,Grainger County,8559,1463,0,0
3228,Tennessee,Greene County,22185,5183,0,0
3229,Tennessee,Grundy County,4795,985,0,0
3230,Tennessee,Hamblen County,18789,5497,0,0
3231,Tennessee,Hamilton County,91991,75360,0,0
3232,Tennessee,Hancock County,2372,362,0,0
3233,Tennessee,Hardeman County,5760,4180,0,0
3234,Tennessee,Hardin County,9556,1774,0,0
3235,Tennessee,Hawkins County,20372,4069,0,0
3236,Tennessee,Haywood County,3338,4000,0,0
3237,Tennessee,Henderson County,9797,2092,0,0
3238,Tennessee,Henry County,11230,3547,0,0
3239,Tennessee,Hickman County,7577,2130,0,0
3240,Tennessee,Houston County,2715,869,0,0
3241,Tennessee,Humphreys County,6116,2017,0,0
3242,Tennessee,Jackson County,4106,1133,0,0
3243,Tennessee,Jefferson County,18609,4645,0,0
3244,Tennessee,Johnson County,6466,1242,0,0
3245,Tennessee,Knox County,124339,91097,0,0
3246,Tennessee,Lake County,1492,526,0,0
3247,Tennessee,Lauderdale County,5672,3193,0,0
3248,Tennessee,Lawrence County,15334,3195,0,0
3249,Tennessee,Lewis County,4473,1068,0,0
3250,Tennessee,Lincoln County,12258,2909,0,0
3251,Tennessee,Loudon County,21684,6933,0,0
3252,Tennessee,McMinn County,18175,4357,0,0
3253,Tennessee,McNairy County,9085,1943,0,0
3254,Tennessee,Macon County,8095,1307,0,0
3255,Tennessee,Madison County,23922,18309,0,0
3256,Tennessee,Marion County,9873,3165,0,0
3257,Tennessee,Marshall County,11029,3603,0,0
3258,Tennessee,Maury County,31408,14386,0,0
3259,Tennessee,Meigs County,4464,1008,0,0
3260,Tennessee,Monroe County,16742,3760,0,0
3261,Tennessee,Montgomery County,42156,32426,0,0
3262,Tennessee,Moore County,2888,573,0,0
3263,Tennessee,Morgan County,6926,1161,0,0
3264,Tennessee,Obion County,10790,2589,0,0
3265,Tennessee,Overton County,7911,2028,0,0
3266,Tennessee,Perry County,2775,615,0,0
3267,Tennessee,Pickett County,2373,524,0,0
3268,Tennessee,Polk County,6792,1492,0,0
3269,Tennessee,Putnam County,23694,9154,0,0
3270,Tennessee,Rhea County,11031,2363,0,0
3271,Tennessee,Roane County,19195,6034,0,0
3272,Tennessee,Robertson County,24535,8690,0,0
3273,Tennessee,Rutherford County,81344,59177,0,0
3274,Tennessee,Scott County,8004,986,0,0
3275,Tennessee,Sequatchie County,5846,1295,0,0
3276,Tennessee,Sevier County,33742,8695,0,0
3277,Tennessee,Shelby County,129543,245208,0,0
3278,Tennessee,Smith County,7124,1798,0,0
3279,Tennessee,Stewart County,4942,1230,0,0
3280,Tennessee,Sullivan County,55774,17226,0,0
3281,Tennessee,Sumner County,63404,27630,0,0
3282,Tennessee,Tipton County,20063,6832,0,0
3283,Tennessee,Trousdale County,2930,1011,0,0
3284,Tennessee,Unicoi County,6593,1610,0,0
3285,Tennessee,Union County,6777,1248,0,0
3286,Tennessee,Van Buren County,2338,544,0,0
3287,Tennessee,Warren County,12323,4126,0,0
3288,Tennessee,Washington County,40120,18214,0,0
3289,Tennessee,Wayne County,5795,820,0,0
3290,Tennessee,Weakley County,10382,3011,0,0
3291,Tennessee,White County,9587,2134,0,0
3292,Tennessee,Williamson County,86469,50161,0,0
3293,Tennessee,Wilson County,50149,22197,0,0
3294,Texas,Anderson County,15062,3934,0,0
3295,Texas,Andrews County,4937,849,0,0
3296,Texas,Angelina County,25070,9136,0,0
3297,Texas,Aransas County,9210,2896,0,0
3298,Texas,Archer County,4300,446,0,0
3299,Texas,Armstrong County,1035,75,0,0
3300,Texas,Atascosa County,12020,5865,0,0
3301,Texas,Austin County,11282,2931,0,0
3302,Texas,Bailey County,1430,407,0,0
3303,Texas,Bandera County,10050,2503,0,0
3304,Texas,Bastrop County,20486,15452,0,0
3305,Texas,Baylor County,1478,179,0,0
3306,Texas,Bee County,5999,3280,0,0
3307,Texas,Bell County,67113,56032,0,0
3308,Texas,Bexar County,303871,440823,0,0
3309,Texas,Blanco County,5429,1905,0,0
3310,Texas,Borden County,395,16,0,0
3311,Texas,Bosque County,7446,1552,0,0
3312,Texas,Bowie County,27053,10692,0,0
3313,Texas,Brazoria County,89939,61780,0,0
3314,Texas,Brazos County,47456,35242,0,0
3315,Texas,Brewster County,2451,2251,0,0
3316,Texas,Briscoe County,639,77,0,0
3317,Texas,Brooks County,998,1470,0,0
3318,Texas,Brown County,13681,2103,0,0
3319,Texas,Burleson County,6740,1786,0,0
3320,Texas,Burnet County,18721,5615,0,0
3321,Texas,Caldwell County,7975,6536,0,0
3322,Texas,Calhoun County,5640,2146,0,0
3323,Texas,Callahan County,6006,734,0,0
3324,Texas,Cameron County,48834,63732,0,0
3325,Texas,Camp County,3626,1392,0,0
3326,Texas,Carson County,2747,289,0,0
3327,Texas,Cass County,10979,2777,0,0
3328,Texas,Castro County,1601,466,0,0
3329,Texas,Chambers County,17343,3997,0,0
3330,Texas,Cherokee County,15065,4196,0,0
3331,Texas,Childress County,1928,305,0,0
3332,Texas,Clay County,5064,614,0,0
3333,Texas,Cochran County,806,176,0,0
3334,Texas,Coke County,1565,215,0,0
3335,Texas,Coleman County,3640,451,0,0
3336,Texas,Collin County,250194,227868,0,0
3337,Texas,Collingsworth County,1048,155,0,0
3338,Texas,Colorado County,7440,2403,0,0
3339,Texas,Comal County,62260,24369,0,0
3340,Texas,Comanche County,5177,852,0,0
3341,Texas,Concho County,1058,197,0,0
3342,Texas,Cooke County,15579,3205,0,0
3343,Texas,Coryell County,15397,7542,0,0
3344,Texas,Cottle County,543,113,0,0
3345,Texas,Crane County,1247,241,0,0
3346,Texas,Crockett County,1219,344,0,0
3347,Texas,Crosby County,1396,527,0,0
3348,Texas,Culberson County,415,438,0,0
3349,Texas,Dallam County,1386,196,0,0
3350,Texas,Dallas County,306572,597407,0,0
3351,Texas,Dawson County,2951,808,0,0
3352,Texas,Deaf Smith County,3293,1263,0,0
3353,Texas,Delta County,2157,403,0,0
3354,Texas,Denton County,221829,188023,0,0
3355,Texas,DeWitt County,6567,1494,0,0
3356,Texas,Dickens County,850,130,0,0
3357,Texas,Dimmit County,1384,2264,0,0
3358,Texas,Donley County,1438,198,0,0
3359,Texas,Duval County,2442,2573,0,0
3360,Texas,Eastland County,7216,982,0,0
3361,Texas,Ector County,32586,11310,0,0
3362,Texas,Edwards County,893,166,0,0
3363,Texas,Ellis County,56651,27513,0,0
3364,Texas,El Paso County,81235,168801,0,0
3365,Texas,Erath County,13669,2914,0,0
3366,Texas,Falls County,4177,1899,0,0
3367,Texas,Fannin County,12150,2638,0,0
3368,Texas,Fayette County,10163,2650,0,0
3369,Texas,Fisher County,1448,352,0,0
3370,Texas,Floyd County,1581,437,0,0
3371,Texas,Foard County,445,99,0,0
3372,Texas,Fort Bend County,157595,195191,0,0
3373,Texas,Franklin County,4153,803,0,0
